compound_short,compound_full_exp,mode,cas_id,KEGG,path_name
VPAnC55,2-Oxoglutaric Acid,cell.neg,328-50-7,C00026,Biosynthesis of terpenoids and steroids
VPAnC91,cis-Aconitic Acid,cell.neg,499-12-7,C00417,2-Oxocarboxylic acid metabolism
VPAnC107,Citric Acid,cell.neg,77-92-9,C00158,Carbon metabolism
VPAnC211,Acetyl-CoA,cell.neg,72-89-9,C00024,Glutathione metabolism
VPApC103,D-Fructose 6-phosphate,cell.pos,643-13-0,C05345,Carbon metabolism
VPApC175,Acetyl-CoA,cell.pos,72-89-9,C00024,Glutathione metabolism
VPAnM25,2-Oxoglutaric Acid,med.neg,328-50-7,C00026,Biosynthesis of terpenoids and steroids
VPAnC2,Glycine,cell.neg,56-40-6,C00037,Carbon metabolism
VPAnC4,Pyruvate,cell.neg,127-17-3,C00022,Pyruvate metabolism
VPAnC80,Phosphoenolpyruvate,cell.neg,138-08-9,C00074,Carbon metabolism
VPAnC107,Citric Acid,cell.neg,77-92-9,C00158,2-Oxocarboxylic acid metabolism
VPAnC211,Acetyl-CoA,cell.neg,72-89-9,C00024,Inositol phosphate metabolism
VPApC1,Glycine,cell.pos,56-40-6,C00037,Carbon metabolism
VPApC175,Acetyl-CoA,cell.pos,72-89-9,C00024,Inositol phosphate metabolism
VPAnM5,Glycine,med.neg,56-40-6,C00037,Carbon metabolism
VPAnM6,Pyruvate,med.neg,127-17-3,C00022,Pyruvate metabolism
VPAnC45,Malic Acid,cell.neg,97-67-6,C00149,Carbon metabolism
VPAnC211,Acetyl-CoA,cell.neg,72-89-9,C00024,Pyruvate metabolism
VPApC175,Acetyl-CoA,cell.pos,72-89-9,C00024,Pyruvate metabolism
VPAnC4,Pyruvate,cell.neg,127-17-3,C00022,Glyoxylate and dicarboxylate metabolism
VPAnC44,Aspartic Acid,cell.neg,56-84-8,C00049,Carbon metabolism
VPApC37,Aspartic Acid,cell.pos,56-84-8,C00049,Carbon metabolism
VPAnM6,Pyruvate,med.neg,127-17-3,C00022,Glyoxylate and dicarboxylate metabolism
VPAnC44,Aspartic Acid,cell.neg,56-84-8,C00049,2-Oxocarboxylic acid metabolism
VPApC37,Aspartic Acid,cell.pos,56-84-8,C00049,2-Oxocarboxylic acid metabolism
VPAnC2,Glycine,cell.neg,56-40-6,C00037,Neuroactive ligand-receptor interaction
VPAnC59,Glutamic Acid,cell.neg,56-86-0,C00025,Carbon metabolism
VPAnC99,Tyrosine,cell.neg,60-18-4,C00082,2-Oxocarboxylic acid metabolism
VPAnC153,Arachidonic Acid,cell.neg,506-32-1,C00219,Eicosanoids
VPAnC211,Acetyl-CoA,cell.neg,72-89-9,C00024,Glyoxylate and dicarboxylate metabolism
VPApC1,Glycine,cell.pos,56-40-6,C00037,Neuroactive ligand-receptor interaction
VPApC47,Glutamic Acid,cell.pos,56-86-0,C00025,Carbon metabolism
VPApC73,Tyrosine,cell.pos,60-18-4,C00082,2-Oxocarboxylic acid metabolism
VPApC175,Acetyl-CoA,cell.pos,72-89-9,C00024,Glyoxylate and dicarboxylate metabolism
VPAnM5,Glycine,med.neg,56-40-6,C00037,Neuroactive ligand-receptor interaction
VPAnM36,Tyrosine,med.neg,60-18-4,C00082,2-Oxocarboxylic acid metabolism
VPAnM49,Arachidonic Acid,med.neg,506-32-1,C00219,Eicosanoids
VPApM23,Glutamic Acid,med.pos,56-86-0,C00025,Carbon metabolism
VPApM37,Tyrosine,med.pos,60-18-4,C00082,2-Oxocarboxylic acid metabolism
VPAnC26,Fumaric Acid,cell.neg,110-17-8,C00122,Carbon metabolism
VPAnC59,Glutamic Acid,cell.neg,56-86-0,C00025,2-Oxocarboxylic acid metabolism
VPAnC86,G3P,cell.neg,591-57-1,C00118,Carbon metabolism
VPAnC211,Acetyl-CoA,cell.neg,72-89-9,C00024,Propanoate metabolism
VPApC47,Glutamic Acid,cell.pos,56-86-0,C00025,2-Oxocarboxylic acid metabolism
VPApC67,G3P,cell.pos,591-57-1,C00118,Carbon metabolism
VPApC175,Acetyl-CoA,cell.pos,72-89-9,C00024,Propanoate metabolism
VPApM23,Glutamic Acid,med.pos,56-86-0,C00025,2-Oxocarboxylic acid metabolism
VPApC21,Succinic Acid,cell.pos,110-15-6,C00042,Carbon metabolism
VPApM10,Succinic Acid,med.pos,110-15-6,C00042,Carbon metabolism
VPAnC4,Pyruvate,cell.neg,127-17-3,C00022,Thiamine metabolism
VPAnC44,Aspartic Acid,cell.neg,56-84-8,C00049,Neuroactive ligand-receptor interaction
VPAnC55,2-Oxoglutaric Acid,cell.neg,328-50-7,C00026,Carbon metabolism
VPApC37,Aspartic Acid,cell.pos,56-84-8,C00049,Neuroactive ligand-receptor interaction
VPAnM6,Pyruvate,med.neg,127-17-3,C00022,Thiamine metabolism
VPAnM25,2-Oxoglutaric Acid,med.neg,328-50-7,C00026,Carbon metabolism
VPAnC4,Pyruvate,cell.neg,127-17-3,C00022,Nicotinate and nicotinamide metabolism
VPAnC55,2-Oxoglutaric Acid,cell.neg,328-50-7,C00026,2-Oxocarboxylic acid metabolism
VPAnM6,Pyruvate,med.neg,127-17-3,C00022,Nicotinate and nicotinamide metabolism
VPAnM25,2-Oxoglutaric Acid,med.neg,328-50-7,C00026,2-Oxocarboxylic acid metabolism
VPAnC59,Glutamic Acid,cell.neg,56-86-0,C00025,Neuroactive ligand-receptor interaction
VPApC47,Glutamic Acid,cell.pos,56-86-0,C00025,Neuroactive ligand-receptor interaction
VPApM23,Glutamic Acid,med.pos,56-86-0,C00025,Neuroactive ligand-receptor interaction
VPAnC4,Pyruvate,cell.neg,127-17-3,C00022,Biosynthesis of terpenoids and steroids
VPAnC211,Acetyl-CoA,cell.neg,72-89-9,C00024,Biosynthesis of terpenoids and steroids
VPApC175,Acetyl-CoA,cell.pos,72-89-9,C00024,Biosynthesis of terpenoids and steroids
VPAnM6,Pyruvate,med.neg,127-17-3,C00022,Biosynthesis of terpenoids and steroids
VPAnC4,Pyruvate,cell.neg,127-17-3,C00022,Carbon metabolism
VPAnC211,Acetyl-CoA,cell.neg,72-89-9,C00024,Carbon metabolism
VPApC175,Acetyl-CoA,cell.pos,72-89-9,C00024,Carbon metabolism
VPAnM6,Pyruvate,med.neg,127-17-3,C00022,Carbon metabolism
VPAnC4,Pyruvate,cell.neg,127-17-3,C00022,2-Oxocarboxylic acid metabolism
VPAnC211,Acetyl-CoA,cell.neg,72-89-9,C00024,Fatty acid metabolism
VPApC175,Acetyl-CoA,cell.pos,72-89-9,C00024,Fatty acid metabolism
VPAnM6,Pyruvate,med.neg,127-17-3,C00022,2-Oxocarboxylic acid metabolism
