,light,211,pP2_L_VPA2.d,12.124,443953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,443953,100.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,light,211,pP3_L_C3.d,12.107,640728,0,0,0,0,0,0,0,0,0,0,95,0,0,0,0,640823,99.98,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,100.00,99.98, 0.02, 0.01
,light,211,pP3_L_VPA3.d,12.124,1077144,0,0,0,0,0,0,20270,0,0,0,0,0,0,0,0,1097414,98.02,0,0,0,0,0,0,1.98,0,0,0,0,0,0,0,0,100.00,98.02, 1.98, 0.92
,light,211,pP3_L_VPA4.d,12.143,743935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,743935,100.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,light,211,pP4_L_C4.d,12.110,2103132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2103132,100.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,light,211,pP4_L_C5.d,12.125,1048723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1048723,100.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,light,211,pP4_L_VPA5.d,12.144,984540,0,0,0,0,0,0,0,2167,0,0,0,0,0,0,0,986706,99.76,0,0,0,0,0,0,0,0.24,0,0,0,0,0,0,0,100.00,99.76, 0.24, 0.13
,heavy,211,pP1_H_C1.d,12.123,2979905,0,0,0,0,0,0,17506,0,0,0,0,0,0,0,0,2997411,99.37,0,0,0,0,0,0,0.63,0,0,0,0,0,0,0,0,100.00,99.37, 0.63, 0.29
,heavy,211,pP1_H_VPA1.d,12.142,543574,77049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,620623,99.28,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,99.28, 0.72, 0.05
,heavy,211,pP1_H_VPA2.d,12.139,398300,56736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,455036,99.21,0.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,99.21, 0.79, 0.05
,heavy,211,pP2_H_C2.d,12.122,2275356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2275356,100.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,heavy,211,pP2_H_C3.d,12.137,2498180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2498180,100.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,heavy,211,pP2_H_VPA3.d,12.157,1153683,0,0,0,0,0,0,0,0,0,0,3018,0,0,0,0,1156701,99.71,0,0,0,0,0,0,0,0,0,0,0.29,0,0,0,0,100.00,99.71, 0.29, 0.21
,heavy,211,pP3_H_C4.d,12.161,2667825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2667825,100.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,heavy,211,pP3_H_VPA4.d,12.143,616641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,616641,100.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,heavy,211,pP4_H_C5.d,12.145,3118765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3118765,100.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,heavy,211,pP4_H_VPA5.d,12.126,861058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,861058,100.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,solv,211,psol2.d,12.205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,NaN, NaN, 0.00
,solv,211,psol3.d,11.958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,NaN, NaN, 0.00
,Summary Statistics, %labeled,,%fraction
,Sample Groups, Mean, Std.Dev., Mean, Std.Dev.
,mix,16.84,30.509,2.96,4.834
,light,4.81,14.446,1.02,2.879
,heavy,0.24,0.339,0.06,0.105
,solv,NaN,,0.00

Acetylcarnitine, Formula, C9H17NO4
, Tgt RT, 13.000, minutes
, RT tolerance, 4.000, minutes
, m/z tolerance, 20.000, ppm
, Abundance metric, EicCoreArea, (20.0 % threshold)
,,,,, Ion Abundance,,,,,,,,,,,,,,,,,,, Corrected Abundance Percentages,,,,,,,,,,,,,,,,,,, Summary Statistics
,,,,,m+0,m+1,m+2,m+3,m+4,m+5,m+6,m+7,m+8,m+9,m+10,m+11,m+12,m+13,m+14,m+15,m+16,m+17,Abund,m+0,m+1,m+2,m+3,m+4,m+5,m+6,m+7,m+8,m+9,m+10,m+11,m+12,m+13,m+14,m+15,m+16,m+17,Abund,%, %, % Fractional
,SampleGroups, Cpd. Group, File Name, RT,204.12303,205.12931,206.13559,207.14186,208.14814,209.15442,210.16069,211.16697,212.17325,213.17953,214.18580,215.19208,216.19836,217.20463,218.21091,219.21719,220.22346,221.22974,Sum,204.12303,205.12931,206.13559,207.14186,208.14814,209.15442,210.16069,211.16697,212.17325,213.17953,214.18580,215.19208,216.19836,217.20463,218.21091,219.21719,220.22346,221.22974,Sum, Unlabeled, Labeled, Labeling
,mix,213,pmix1.d,11.222,1815993,202621,7268,0,0,0,0,13964,0,0,0,0,0,0,0,0,0,3311,2043157,98.39,0.59,0.00,0,0,0,0,0.80,0,0,0.00,0,0,0,0,0,0,0.21,100.00,98.39, 1.61, 0.58
,mix,213,pmix2.d,11.186,2389112,274242,26486,5672,5894,0,0,0,0,0,0,0,0,0,4921,0,0,0,2706327,98.44,0.98,0.00,0.12,0.23,0,0,0,0,0,0,0,0,0,0.23,0,0,0,100.00,98.44, 1.56, 0.32
,mix,213,pmix3.d,11.154,2325490,260501,24667,0,0,0,3635,0,650,13934,0,0,8869,0,3313,0,0,0,2641058,97.94,0.70,0.00,0,0,0,0.16,0,0.00,0.63,0,0,0.41,0,0.15,0,0,0,100.00,97.94, 2.06, 0.85
,mix,213,pmix4.d,11.965,0,2824,0,0,0,4705,0,772,0,5024,2457,0,0,0,0,0,0,0,15782,0,17.81,0,0,0,30.89,0,4.64,0,33.32,13.33,0,0,0,0,0,0,0,100.00,0.00, 100.00, 37.53
,mix,213,pmix5.d,11.172,2100666,247844,0,14674,0,27363,8794,0,0,14999,0,0,0,0,0,0,0,0,2414341,95.96,1.15,0,0.57,0,1.29,0.28,0,0,0.74,0,0,0,0,0,0,0,0,100.00,95.96, 4.04, 1.04
,light,213,pP1_L_C1.d,11.196,3956034,421770,18959,5083,0,20396,0,10552,0,0,0,0,0,0,7138,0,0,0,4439932,98.85,0.11,0.00,0.03,0,0.53,0,0.27,0,0,0.00,0,0,0,0.20,0,0,0,100.00,98.85, 1.15, 0.45
,light,213,pP1_L_VPA1.d,11.212,9399953,958760,0,0,16129,0,0,0,13282,0,13424,0,0,0,5062,0,0,0,10406609,99.47,0.00,0,0,0.17,0.00,0.00,0,0.15,0,0.15,0,0,0,0.06,0,0,0,100.00,99.47, 0.53, 0.25
,light,213,pP2_L_C2.d,11.214,4316935,463180,40354,8602,0,13930,0,0,8130,0,0,0,0,0,0,0,0,0,4851131,99.14,0.23,0.00,0.10,0,0.33,0,0,0.20,0,0,0,0,0,0,0,0,0,100.00,99.14, 0.86, 0.22
,light,213,pP2_L_VPA2.d,11.148,6204412,640425,0,0,0,26848,0,18675,0,24675,0,0,0,0,0,0,0,0,6915035,98.83,0.00,0,0,0,0.44,0,0.31,0,0.42,0,0,0,0,0,0,0,0,100.00,98.83, 1.17, 0.48
,light,213,pP3_L_C3.d,11.164,3204475,354784,0,5206,0,36446,0,0,24531,12832,10634,0,0,0,0,0,0,0,3648908,96.95,0.46,0,0.05,0,1.15,0,0,0.77,0.31,0.31,0,0,0,0,0,0,0,100.00,96.95, 3.05, 1.08
,light,213,pP3_L_VPA3.d,11.148,15637100,1537629,0,7706,0,28078,9711,8295,8515,19192,0,0,0,0,6086,0,0,0,17262307,99.51,0.00,0,0.00,0,0.19,0.04,0.05,0.04,0.13,0,0,0,0,0.04,0,0,0,100.00,99.51, 0.49, 0.21
,light,213,pP3_L_VPA4.d,11.167,11761600,1139549,0,9384,0,0,0,0,12073,16640,0,0,0,0,234,0,0,0,12939479,99.76,0.00,0,0.00,0,0,0,0,0.10,0.14,0,0,0,0,0.00,0,0,0,100.00,99.76, 0.24, 0.12
,light,213,pP4_L_C4.d,11.150,8052439,844842,0,8110,0,8063,0,0,0,16216,0,0,0,0,3750,0,0,0,8933419,99.63,0.00,0,0.00,0,0.10,0,0,0,0.22,0,0,0,0,0.05,0,0,0,100.00,99.63, 0.37, 0.19
,light,213,pP4_L_C5.d,11.165,4120335,422036,32286,0,0,0,0,0,6353,19505,0,0,0,0,0,0,0,0,4600515,99.39,0.00,0.00,0,0,0,0,0,0.12,0.49,0,0,0,0,0,0,0,0,100.00,99.39, 0.61, 0.32
,light,213,pP4_L_VPA5.d,11.184,10883930,1086229,0,0,0,0,0,0,0,18004,0,0,0,0,0,0,0,0,11988159,99.82,0.00,0,0,0,0,0,0,0,0.18,0,0,0,0,0,0,0,0,100.00,99.82, 0.18, 0.09
,heavy,213,pP1_H_C1.d,11.147,9141333,898494,0,0,0,0,7352,7436,0,0,0,0,20811,0,0,0,0,0,10075426,99.59,0.00,0,0,0,0,0.08,0.08,0,0,0,0,0.25,0,0,0,0,0,100.00,99.59, 0.41, 0.24
,heavy,213,pP1_H_VPA1.d,11.182,7835754,747743,0,10365,0,0,0,7205,0,0,0,0,0,0,0,0,0,0,8601068,99.87,0.00,0,0.03,0,0,0,0.10,0,0,0.00,0,0,0,0,0,0,0,100.00,99.87, 0.13, 0.05
,heavy,213,pP1_H_VPA2.d,11.162,6972578,731642,0,9341,0,0,0,0,0,0,6585,0,0,0,0,0,0,0,7720146,99.86,0.00,0,0.03,0,0,0,0,0,0,0.10,0,0,0,0,0,0,0,100.00,99.86, 0.14, 0.07
,heavy,213,pP2_H_C2.d,11.162,5841589,585568,40095,35618,0,0,6026,4722,7472,0,0,0,0,0,0,0,0,2819,6523910,99.13,0.00,0.00,0.52,0,0,0.10,0.06,0.13,0,0,0,0,0,0.00,0,0,0.06,100.00,99.13, 0.87, 0.27
,heavy,213,pP2_H_C3.d,11.161,7334493,786228,0,6924,0,21404,0,0,0,13609,4907,0,0,0,0,0,0,0,8167565,99.33,0.12,0,0.00,0,0.30,0,0,0,0.20,0.05,0,0,0,0,0,0,0,100.00,99.33, 0.67, 0.23
,heavy,213,pP2_H_VPA3.d,11.181,5258329,558635,0,10594,0,0,0,0,0,0,9328,0,0,0,10292,0,0,0,5847178,99.46,0.03,0,0.10,0,0,0,0,0,0,0.19,0,0,0,0.22,0,0,0,100.00,99.46, 0.54, 0.32
,heavy,213,pP3_H_C4.d,11.201,6053842,636649,0,0,0,36064,0,8458,0,0,0,0,0,0,0,0,0,0,6735013,99.25,0.00,0,0,0,0.61,0,0.14,0,0,0,0,0,0,0,0,0,0,100.00,99.25, 0.75, 0.24
,heavy,213,pP3_H_VPA4.d,11.216,3201006,371724,14429,0,0,0,0,15792,0,0,0,0,20725,0,0,0,0,0,3623676,97.74,1.04,0.00,0,0,0,0,0.51,0,0,0,0,0.71,0,0,0,0,0,100.00,97.74, 2.26, 0.77
,heavy,213,pP4_H_C5.d,11.185,6608009,724400,0,9730,0,0,7327,0,0,0,0,0,0,0,0,0,0,0,7349466,99.48,0.36,0,0.04,0,0,0.12,0,0,0,0,0,0,0,0,0,0,0,100.00,99.48, 0.52, 0.07
,heavy,213,pP4_H_VPA5.d,11.149,4730550,489889,0,6075,0,35875,10855,0,12153,0,2732,0,0,0,0,0,0,0,5288129,98.71,0.00,0,0.03,0,0.78,0.15,0,0.27,0,0.06,0,0,0,0,0,0,0,100.00,98.71, 1.29, 0.45
,solv,213,psol2.d,11.278,0,0,0,0,0,20075,0,15612,0,3640,4660,0,7303,0,6000,0,0,0,57290,0,0,0,0,0,34.86,0,27.22,0,5.52,7.75,0,13.42,0,11.24,0,0,0,100.00,0.00, 100.00, 47.67
,solv,213,psol3.d,11.031,0,0,0,0,0,3847,1212,1467,0,0,0,0,403,0,0,0,0,0,6928,0,0,0,0,0,60.36,11.52,21.33,0,0,0,0,6.78,0,0,0,0,0,100.00,0.00, 100.00, 35.39
,Summary Statistics, %labeled,,%fraction
,Sample Groups, Mean, Std.Dev., Mean, Std.Dev.
,mix,21.85,43.697,8.06,16.473
,light,0.87,0.841,0.34,0.289
,heavy,0.76,0.627,0.27,0.216
,solv,100.00,,41.53

Deoxycarnitine, Formula, C7H15NO2
, Tgt RT, 14.500, minutes
, RT tolerance, 4.000, minutes
, m/z tolerance, 20.000, ppm
, Abundance metric, EicCoreArea, (20.0 % threshold)
,,,,, Ion Abundance,,,,,,,,,,,,,,,,, Corrected Abundance Percentages,,,,,,,,,,,,,,,,, Summary Statistics
,,,,,m+0,m+1,m+2,m+3,m+4,m+5,m+6,m+7,m+8,m+9,m+10,m+11,m+12,m+13,m+14,m+15,Abund,m+0,m+1,m+2,m+3,m+4,m+5,m+6,m+7,m+8,m+9,m+10,m+11,m+12,m+13,m+14,m+15,Abund,%, %, % Fractional
,SampleGroups, Cpd. Group, File Name, RT,146.11756,147.12383,148.13011,149.13639,150.14266,151.14894,152.15522,153.16149,154.16777,155.17405,156.18032,157.18660,158.19288,159.19915,160.20543,161.21171,Sum,146.11756,147.12383,148.13011,149.13639,150.14266,151.14894,152.15522,153.16149,154.16777,155.17405,156.18032,157.18660,158.19288,159.19915,160.20543,161.21171,Sum, Unlabeled, Labeled, Labeling
,mix,214,pmix1.d,14.615,189549,0,0,0,0,11185,0,0,0,0,0,0,0,0,0,0,200734,94.16,0,0,0,0,5.84,0,0,0,0,0,0,0,0,0,0,100.00,94.16, 5.84, 1.95
,mix,214,pmix2.d,14.579,215930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215930,100.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,mix,214,pmix3.d,14.564,233940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233940,100.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,mix,214,pmix4.d,14.563,223107,0,0,0,0,0,0,0,0,0,0,0,2384,0,0,0,225490,98.81,0,0,0,0,0,0,0,0,0,0,0,1.19,0,0,0,100.00,98.81, 1.19, 0.95
,mix,214,pmix5.d,14.582,217288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217288,100.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,light,214,pP1_L_C1.d,14.589,199647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199647,100.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,light,214,pP1_L_VPA1.d,14.605,495603,0,0,32400,0,0,0,0,0,0,0,0,0,0,0,0,528004,93.72,0,0,6.28,0,0,0,0,0,0,0,0,0,0,0,0,100.00,93.72, 6.28, 1.26
,light,214,pP2_L_C2.d,14.608,272325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,272325,100.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,light,214,pP2_L_VPA2.d,14.541,485140,0,0,10169,0,0,0,0,0,0,0,0,0,0,0,0,495308,97.92,0,0,2.08,0,0,0,0,0,0,0,0,0,0,0,0,100.00,97.92, 2.08, 0.42
,light,214,pP3_L_C3.d,14.574,194072,0,0,10678,0,0,0,0,0,0,0,0,0,0,0,0,204751,94.67,0,0,5.33,0,0,0,0,0,0,0,0,0,0,0,0,100.00,94.67, 5.33, 1.07
,light,214,pP3_L_VPA3.d,14.574,422364,0,0,5872,0,0,0,0,0,0,0,0,1882,0,0,0,430118,98.14,0,0,1.37,0,0,0,0,0,0,0,0,0.49,0,0,0,100.00,98.14, 1.86, 0.67
,light,214,pP3_L_VPA4.d,14.560,652353,0,0,23400,0,0,0,0,0,0,0,0,0,0,0,0,675753,96.47,0,0,3.53,0,0,0,0,0,0,0,0,0,0,0,0,100.00,96.47, 3.53, 0.71
,light,214,pP4_L_C4.d,14.560,102962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102962,100.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,light,214,pP4_L_C5.d,14.558,199544,0,0,0,0,3578,0,0,0,0,0,0,0,0,0,0,203122,98.15,0,0,0,0,1.85,0,0,0,0,0,0,0,0,0,0,100.00,98.15, 1.85, 0.62
,light,214,pP4_L_VPA5.d,14.593,404287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,404287,100.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,heavy,214,pP1_H_C1.d,14.606,192044,0,0,0,0,20068,0,0,0,0,0,0,0,0,0,0,212113,90.10,0,0,0,0,9.90,0,0,0,0,0,0,0,0,0,0,100.00,90.10, 9.90, 3.30
,heavy,214,pP1_H_VPA1.d,14.609,59531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59531,100.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,heavy,214,pP1_H_VPA2.d,14.671,63566,0,0,0,0,0,0,0,0,0,0,0,4474,0,0,0,68041,92.64,0,0,0,0,0,0,0,0,0,0,0,7.36,0,0,0,100.00,92.64, 7.36, 5.89
,heavy,214,pP2_H_C2.d,14.555,207843,0,0,30963,0,0,0,0,0,0,0,0,0,0,0,0,238806,86.72,0,0,13.28,0,0,0,0,0,0,0,0,0,0,0,0,100.00,86.72, 13.28, 2.66
,heavy,214,pP2_H_C3.d,14.653,115261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115261,100.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,heavy,214,pP2_H_VPA3.d,14.590,313206,0,0,18752,0,0,0,0,0,0,0,0,0,0,0,0,331958,94.22,0,0,5.78,0,0,0,0,0,0,0,0,0,0,0,0,100.00,94.22, 5.78, 1.16
,heavy,214,pP3_H_C4.d,14.577,242767,0,0,13265,0,0,0,0,0,0,0,0,0,0,0,0,256032,94.70,0,0,5.30,0,0,0,0,0,0,0,0,0,0,0,0,100.00,94.70, 5.30, 1.06
,heavy,214,pP3_H_VPA4.d,14.643,319096,0,0,14488,0,0,0,0,0,0,0,0,0,0,0,0,333584,95.57,0,0,4.43,0,0,0,0,0,0,0,0,0,0,0,0,100.00,95.57, 4.43, 0.89
,heavy,214,pP4_H_C5.d,14.611,320137,0,0,24189,0,0,0,0,0,0,0,0,0,0,0,0,344326,92.81,0,0,7.19,0,0,0,0,0,0,0,0,0,0,0,0,100.00,92.81, 7.19, 1.44
,heavy,214,pP4_H_VPA5.d,14.559,261569,0,0,34338,0,0,0,0,0,0,0,0,0,0,0,0,295908,88.11,0,0,11.89,0,0,0,0,0,0,0,0,0,0,0,0,100.00,88.11, 11.89, 2.38
,solv,214,psol2.d,14.406,8651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8651,100.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,solv,214,psol3.d,14.639,0,0,0,0,0,2727,0,0,0,0,0,0,0,0,0,0,2727,0,0,0,0,0,100.00,0,0,0,0,0,0,0,0,0,0,100.00,0.00, 100.00, 33.33
,Summary Statistics, %labeled,,%fraction
,Sample Groups, Mean, Std.Dev., Mean, Std.Dev.
,mix,1.41,2.533,0.58,0.869
,light,2.09,2.302,0.47,0.468
,heavy,6.51,4.454,1.88,1.775
,solv,50.00,,16.67

Phosphocholine, Formula, C5H14NO4P
, Tgt RT, 15.500, minutes
, RT tolerance, 4.000, minutes
, m/z tolerance, 20.000, ppm
, Abundance metric, EicCoreArea, (20.0 % threshold)
,,,,, Ion Abundance,,,,,,,,,,,,,,,, Corrected Abundance Percentages,,,,,,,,,,,,,,,, Summary Statistics
,,,,,m+0,m+1,m+2,m+3,m+4,m+5,m+6,m+7,m+8,m+9,m+10,m+11,m+12,m+13,m+14,Abund,m+0,m+1,m+2,m+3,m+4,m+5,m+6,m+7,m+8,m+9,m+10,m+11,m+12,m+13,m+14,Abund,%, %, % Fractional
,SampleGroups, Cpd. Group, File Name, RT,184.07332,185.07960,186.08587,187.09215,188.09843,189.10470,190.11098,191.11726,192.12353,193.12981,194.13609,195.14237,196.14864,197.15492,198.16120,Sum,184.07332,185.07960,186.08587,187.09215,188.09843,189.10470,190.11098,191.11726,192.12353,193.12981,194.13609,195.14237,196.14864,197.15492,198.16120,Sum, Unlabeled, Labeled, Labeling
,mix,215,pmix1.d,15.840,53595740,3131911,0,0,0,0,0,0,0,0,0,0,0,0,0,56727647,100.00,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,mix,215,pmix2.d,15.854,67536280,3697927,0,0,0,0,8348,0,0,0,0,0,0,0,0,71242555,99.99,0.00,0,0,0,0,0.01,0,0,0,0,0,0,0,0,100.00,99.99, 0.01, 0.01
,mix,215,pmix3.d,15.822,68207170,3699891,0,0,0,0,0,0,0,0,0,0,0,0,0,71907059,100.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,mix,215,pmix4.d,15.821,65716990,3659536,0,0,0,0,0,0,0,0,0,0,0,0,0,69376528,100.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,mix,215,pmix5.d,15.840,56555260,3159201,0,0,0,0,0,0,0,0,0,0,0,0,0,59714457,100.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,light,215,pP1_L_C1.d,15.781,126693400,6873613,0,0,0,0,0,0,0,0,0,0,0,0,0,133566965,100.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,light,215,pP1_L_VPA1.d,15.681,232488400,12356640,0,0,0,0,0,0,0,0,0,0,0,0,0,244845092,100.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,light,215,pP2_L_C2.d,15.766,180365400,9552278,0,0,0,0,0,0,0,0,0,0,0,0,0,189917718,100.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,light,215,pP2_L_VPA2.d,15.716,183816700,9788878,0,0,4340,0,0,0,0,0,0,0,0,0,0,193609938,100.00,0.00,0,0,0.00,0,0,0,0,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,light,215,pP3_L_C3.d,15.782,127341200,6719636,0,0,0,0,0,0,0,0,0,0,0,0,0,134060828,100.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,light,215,pP3_L_VPA3.d,15.617,244737100,13366350,0,0,0,0,0,0,0,0,0,0,0,0,0,258103487,100.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,light,215,pP3_L_VPA4.d,15.669,239527300,13034560,0,0,0,0,0,0,0,0,0,0,0,0,0,252561873,100.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,light,215,pP4_L_C4.d,15.636,178339000,9486763,0,0,0,0,0,0,0,0,0,0,0,0,0,187825755,100.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,light,215,pP4_L_C5.d,15.750,139877500,7328474,0,0,0,6731,0,0,0,0,0,22943,0,0,0,147235619,99.98,0.00,0,0,0,0.01,0,0,0,0,0,0.02,0,0,0,100.00,99.98, 0.02, 0.02
,light,215,pP4_L_VPA5.d,15.686,207809300,11333770,0,0,0,0,0,0,0,0,0,0,0,0,0,219143062,100.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,heavy,215,pP1_H_C1.d,15.632,217607000,11776990,0,0,0,0,0,0,0,0,0,0,0,0,0,229384010,100.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,heavy,215,pP1_H_VPA1.d,15.635,170850500,9011515,0,0,0,0,0,0,0,0,0,0,0,0,0,179862043,100.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,heavy,215,pP1_H_VPA2.d,15.631,172001400,9090717,0,0,0,0,0,0,0,0,0,0,0,0,0,181092109,100.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,heavy,215,pP2_H_C2.d,15.680,175278200,9448338,0,0,0,0,0,0,0,0,0,0,0,0,0,184726530,100.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,heavy,215,pP2_H_C3.d,15.646,172160400,9148214,0,0,0,0,0,0,0,0,0,0,0,0,0,181308614,100.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,heavy,215,pP2_H_VPA3.d,15.683,244953700,13517880,0,0,0,0,0,0,0,0,0,0,0,0,0,258471548,100.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,heavy,215,pP3_H_C4.d,15.703,183372500,9833247,0,0,0,0,0,0,0,0,0,0,0,0,0,193205791,100.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,heavy,215,pP3_H_VPA4.d,15.752,180666000,9965099,0,0,0,0,0,0,0,0,0,0,0,0,0,190631147,100.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,heavy,215,pP4_H_C5.d,15.720,196529700,11222960,0,0,0,0,0,0,0,0,0,0,0,0,0,207752686,100.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,heavy,215,pP4_H_VPA5.d,15.651,203023600,10916590,0,0,0,0,0,0,0,0,0,0,0,0,0,213940153,100.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,solv,215,psol2.d,15.945,122517,0,0,0,0,0,0,0,0,0,0,0,0,0,7028,129545,93.78,0,0,0,0,0,0,0,0,0,0,0,0,0,6.22,100.00,93.78, 6.22, 6.22
,solv,215,psol3.d,15.914,88219,0,0,0,0,0,0,0,0,0,0,33414,0,0,11616,133249,63.49,0,0,0,0,0,0,0,0,0,0,26.86,0,0,9.65,100.00,63.49, 36.51, 30.75
,Summary Statistics, %labeled,,%fraction
,Sample Groups, Mean, Std.Dev., Mean, Std.Dev.
,mix,0.00,0.006,0.00,0.003
,light,0.00,0.007,0.00,0.005
,heavy,0.00,0.000,0.00,0.000
,solv,21.36,,18.48

SAM, Formula, C15H22N6O5S
, Tgt RT, 17.100, minutes
, RT tolerance, 4.000, minutes
, m/z tolerance, 20.000, ppm
, Abundance metric, EicCoreArea, (20.0 % threshold)
,,,,, Ion Abundance,,,,,,,,,,,,,,,,,,,,,,,, Corrected Abundance Percentages,,,,,,,,,,,,,,,,,,,,,,,, Summary Statistics
