Xanthurenic Acid, Formula, C10H7NO4
, Tgt RT, 1.030, minutes
, RT tolerance, 4.000, minutes
, m/z tolerance, 20.000, ppm
, Abundance metric, EicCoreArea, (20.0 % threshold)
,,,,, Ion Abundance,,,,,,,,, Corrected Abundance Percentages,,,,,,,,, Summary Statistics
,,,,,m+0,m+1,m+2,m+3,m+4,m+5,m+6,m+7,Abund,m+0,m+1,m+2,m+3,m+4,m+5,m+6,m+7,Abund,%, %, % Fractional
,SampleGroups, Cpd. Group, File Name, RT,204.03023,205.03651,206.04278,207.04906,208.05534,209.06162,210.06789,211.07417,Sum,204.03023,205.03651,206.04278,207.04906,208.05534,209.06162,210.06789,211.07417,Sum, Unlabeled, Labeled, Labeling
,mix,3,nmix1.d,1.883,6701,6694,0,0,0,0,0,0,13395,52.95,47.05,0,0,0,0,0,0,100.00,52.95, 47.05, 6.72
,light,199,nP1_L_VPA1.d,9.643,1623724,261127,57270,11833,0,5840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1959794,99.39,0.00,0.00,0.26,0,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,99.39, 0.61, 0.13
,light,199,nP2_L_C2.d,9.627,410248,67560,17067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,494875,99.39,0.27,0.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,99.39, 0.61, 0.05
,light,199,nP2_L_VPA2.d,9.590,1417467,221739,51503,7079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1697787,99.97,0.00,0.00,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,99.97, 0.03, 0.01
,light,199,nP3_L_C3.d,9.592,177074,29499,8014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214588,98.88,0.45,0.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,98.88, 1.12, 0.09
,light,199,nP3_L_VPA3.d,9.594,1454781,230496,49039,6448,2095,4757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1747616,99.62,0.00,0.00,0.00,0.07,0.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,99.62, 0.38, 0.10
,light,199,nP3_L_VPA4.d,9.591,1525421,244844,51003,3849,3200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1828317,99.85,0.00,0.00,0.00,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,99.85, 0.15, 0.03
,light,199,nP4_L_C4.d,9.593,311739,54103,14227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,380069,98.28,1.14,0.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,98.28, 1.72, 0.12
,light,199,nP4_L_C5.d,9.590,134344,24270,3976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162590,98.31,1.69,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,98.31, 1.69, 0.09
,light,199,nP4_L_VPA5.d,9.599,1397424,218682,53291,2259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1671656,99.93,0.00,0.07,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,99.93, 0.07, 0.01
,heavy,199,nP1_H_C1.d,9.589,701023,424625,71788,13007,0,7431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1217874,68.50,30.78,0.00,0.00,0,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,68.50, 31.50, 1.81
,heavy,199,nP1_H_VPA1.d,9.605,1411247,784947,136078,28478,3225,6557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2370533,71.19,28.42,0.00,0.07,0.00,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,71.19, 28.81, 1.59
,heavy,199,nP1_H_VPA2.d,9.588,1230587,717605,127802,25106,8138,5204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2114443,69.70,29.77,0.00,0.01,0.28,0.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,69.70, 30.30, 1.69
,heavy,199,nP2_H_C2.d,9.609,619722,386224,76503,15408,0,3587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1101444,67.28,31.48,0.81,0.06,0,0.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,67.28, 32.72, 1.85
,heavy,199,nP2_H_C3.d,9.590,519606,315768,54298,13503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,903175,68.67,31.02,0.00,0.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,68.67, 31.33, 1.68
,heavy,199,nP2_H_VPA3.d,9.610,1972319,1026069,185566,34670,1241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3219865,73.36,26.64,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,73.36, 26.64, 1.40
,heavy,199,nP3_H_C4.d,9.596,742228,426073,79834,17775,4409,5350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1275669,69.71,29.14,0.27,0.25,0.18,0.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,69.71, 30.29, 1.76
,heavy,199,nP3_H_VPA4.d,9.629,1543611,763998,140605,28652,3745,5294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2485904,74.48,25.14,0.01,0.13,0.00,0.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,74.48, 25.52, 1.41
,heavy,199,nP4_H_C5.d,9.629,664632,359276,65692,16301,2753,3893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1112547,71.61,27.50,0.03,0.43,0.04,0.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,71.61, 28.39, 1.63
,heavy,199,nP4_H_VPA5.d,9.609,1266655,634791,112306,18765,6102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2038620,74.29,25.51,0.00,0.00,0.20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,74.29, 25.71, 1.38
,solv,199,sol1.d,9.711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,NaN, NaN, 0.00
,solv,199,sol2.d,10.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,NaN, NaN, 0.00
,Summary Statistics, %labeled,,%fraction
,Sample Groups, Mean, Std.Dev., Mean, Std.Dev.
,mix,16.74,3.260,0.90,0.175
,light,0.77,0.651,0.08,0.049
,heavy,29.12,2.531,1.62,0.172
,solv,NaN,,0.00

"2,3-BPG", Formula, C3H8O10P2
, Tgt RT, 11.100, minutes
, RT tolerance, 4.000, minutes
, m/z tolerance, 20.000, ppm
, Abundance metric, EicCoreArea, (20.0 % threshold)
,,,,, Ion Abundance,,,,,,,,,, Corrected Abundance Percentages,,,,,,,,,, Summary Statistics
,,,,,m+0,m+1,m+2,m+3,m+4,m+5,m+6,m+7,m+8,Abund,m+0,m+1,m+2,m+3,m+4,m+5,m+6,m+7,m+8,Abund,%, %, % Fractional
,SampleGroups, Cpd. Group, File Name, RT,264.95199,265.95827,266.96455,267.97082,268.97710,269.98338,270.98965,271.99593,273.00221,Sum,264.95199,265.95827,266.96455,267.97082,268.97710,269.98338,270.98965,271.99593,273.00221,Sum, Unlabeled, Labeled, Labeling
,mix,204,nmix1.d,11.185,49242,0,0,6270,0,0,0,0,0,55512,88.46,0,0,11.54,0,0,0,0,0,100.00,88.46, 11.54, 4.33
,mix,204,nmix2.d,11.170,18709,1171,0,0,0,0,0,0,0,19880,97.56,2.44,0,0,0,0,0,0,0,100.00,97.56, 2.44, 0.30
,mix,204,nmix3.d,11.153,4634,0,0,0,0,0,0,0,0,4634,100.00,0,0,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,mix,204,nmix4.d,11.252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,NaN, NaN, 0.00
,mix,204,nmix5.d,11.368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,NaN, NaN, 0.00
,mix,204,rnmix1.d,11.139,67826,1402,0,5007,0,0,0,0,736,74971,92.00,0.00,0,6.92,0,0,0,0,1.08,100.00,92.00, 8.00, 3.68
,light,204,nP1_L_C1.d,11.211,30763,1030,0,0,0,0,0,0,0,31793,100.00,0.00,0,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,light,204,nP1_L_VPA1.d,11.166,154319,5219,0,0,0,0,0,0,0,159537,100.00,0.00,0,0.00,0,0,0,0,0.00,100.00,100.00, 0.00, 0.00
,light,204,nP2_L_C2.d,11.149,71188,1577,0,0,0,0,0,0,0,72764,100.00,0.00,0,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,light,204,nP2_L_VPA2.d,11.113,58500,2231,0,1387,0,0,0,0,0,62118,97.66,0.03,0,2.30,0,0,0,0,0,100.00,97.66, 2.34, 0.87
,light,204,nP3_L_C3.d,11.148,30657,2158,0,0,0,0,0,0,0,32815,96.82,3.18,0,0,0,0,0,0,0,100.00,96.82, 3.18, 0.40
,light,204,nP3_L_VPA3.d,11.134,31533,1070,0,4070,0,0,0,0,0,36674,88.33,0.00,0,11.67,0,0,0,0,0,100.00,88.33, 11.67, 4.38
,light,204,nP3_L_VPA4.d,11.113,107340,3462,0,6141,0,0,0,0,0,116943,94.51,0.00,0,5.49,0,0,0,0,0,100.00,94.51, 5.49, 2.06
,light,204,nP4_L_C4.d,11.116,15944,61,0,7310,0,0,0,0,0,23315,67.95,0.00,0,32.05,0,0,0,0,0,100.00,67.95, 32.05, 12.02
,light,204,nP4_L_C5.d,11.162,26096,1169,0,0,0,0,0,1681,0,28946,92.92,0.65,0,0,0,0,0,6.43,0,100.00,92.92, 7.08, 5.70
,light,204,nP4_L_VPA5.d,11.155,115736,4941,0,6620,0,0,0,3118,0,130414,91.59,0.45,0,5.31,0,0,0,2.65,0,100.00,91.59, 8.41, 4.36
,heavy,204,nP1_H_C1.d,11.162,31847,0,0,8538,0,0,0,0,0,40385,78.40,0.00,0,21.60,0,0,0,0,0,100.00,78.40, 21.60, 8.10
,heavy,204,nP1_H_VPA1.d,11.128,40003,218,0,0,0,0,0,0,0,40221,100.00,0.00,0,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,heavy,204,nP1_H_VPA2.d,11.111,28672,0,0,6115,0,0,0,0,0,34787,82.03,0,0,17.97,0,0,0,0,0,100.00,82.03, 17.97, 6.74
,heavy,204,nP2_H_C2.d,11.164,35108,2145,0,7115,0,0,0,0,0,44369,81.25,1.90,0,16.85,0,0,0,0,0,100.00,81.25, 18.75, 6.56
,heavy,204,nP2_H_C3.d,11.146,23846,1687,0,6797,0,0,0,0,0,32330,75.46,2.50,0,22.03,0,0,0,0,0,100.00,75.46, 24.54, 8.58
,heavy,204,nP2_H_VPA3.d,11.150,176895,5084,0,0,0,0,0,0,0,181979,100.00,0.00,0,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,heavy,204,nP3_H_C4.d,11.169,38939,2085,0,7316,0,0,0,1017,0,49358,80.90,1.28,0,15.55,0,0,0,2.27,0,100.00,80.90, 19.10, 7.98
,heavy,204,nP3_H_VPA4.d,11.152,117315,5012,0,344,0,0,0,0,0,122671,99.30,0.49,0,0.21,0,0,0,0,0,100.00,99.30, 0.70, 0.14
,heavy,204,nP4_H_C5.d,11.169,58759,2710,0,0,0,0,0,0,0,61468,99.17,0.83,0,0,0,0,0,0,0,100.00,99.17, 0.83, 0.10
,heavy,204,nP4_H_VPA5.d,11.165,35549,1886,0,3754,0,0,0,0,0,41188,89.05,1.37,0,9.58,0,0,0,0,0,100.00,89.05, 10.95, 3.76
,solv,204,sol1.d,11.449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,NaN, NaN, 0.00
,solv,204,sol2.d,11.461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,NaN, NaN, 0.00
,Summary Statistics, %labeled,,%fraction
,Sample Groups, Mean, Std.Dev., Mean, Std.Dev.
,mix,NaN,NaN,1.38,2.041
,light,7.02,9.643,2.98,3.824
,heavy,11.44,10.107,4.20,3.791
,solv,NaN,,0.00

"D-Fructose 1,6-bisphosphate", Formula, C6H14O12P2
, Tgt RT, 11.160, minutes
, RT tolerance, 4.000, minutes
, m/z tolerance, 20.000, ppm
, Abundance metric, EicCoreArea, (20.0 % threshold)
,,,,, Ion Abundance,,,,,,,,,,,,,,,, Corrected Abundance Percentages,,,,,,,,,,,,,,,, Summary Statistics
,,,,,m+0,m+1,m+2,m+3,m+4,m+5,m+6,m+7,m+8,m+9,m+10,m+11,m+12,m+13,m+14,Abund,m+0,m+1,m+2,m+3,m+4,m+5,m+6,m+7,m+8,m+9,m+10,m+11,m+12,m+13,m+14,Abund,%, %, % Fractional
,SampleGroups, Cpd. Group, File Name, RT,338.98877,339.99505,341.00133,342.00760,343.01388,344.02016,345.02643,346.03271,347.03899,348.04526,349.05154,350.05782,351.06409,352.07037,353.07665,Sum,338.98877,339.99505,341.00133,342.00760,343.01388,344.02016,345.02643,346.03271,347.03899,348.04526,349.05154,350.05782,351.06409,352.07037,353.07665,Sum, Unlabeled, Labeled, Labeling
,mix,206,nmix1.d,11.020,1080414,91122,34913,0,0,0,0,0,0,0,0,0,0,0,0,1206448,98.25,1.31,0.44,0,0,0,0,0,0,0,0,0,0,0,0,100.00,98.25, 1.75, 0.16
,mix,206,nmix2.d,11.021,381277,43560,18183,2251,0,0,0,0,0,0,0,0,0,0,0,445271,94.06,4.08,1.70,0.16,0,0,0,0,0,0,0,0,0,0,0,100.00,94.06, 5.94, 0.57
,mix,206,nmix3.d,11.021,126283,44168,4999,0,0,0,0,0,0,0,0,0,0,0,0,175449,78.02,21.98,0.00,0,0,0,0,0,0,0,0,0,0,0,0,100.00,78.02, 21.98, 1.57
,mix,206,nmix4.d,11.020,60985,34142,0,0,0,0,0,0,0,0,0,0,0,0,0,95127,67.02,32.98,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,67.02, 32.98, 2.36
,mix,206,nmix5.d,11.037,37323,37865,0,0,0,0,0,0,0,0,0,0,0,0,0,75188,51.10,48.90,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,51.10, 48.90, 3.49
,mix,206,rnmix1.d,11.023,1760986,174715,53457,12865,0,0,0,0,0,0,0,0,0,0,0,2002023,96.65,2.76,0.14,0.46,0,0,0,0,0,0,0,0,0,0,0,100.00,96.65, 3.35, 0.31
,light,206,nP1_L_C1.d,10.995,1904853,178304,63672,12682,0,0,0,0,0,0,0,0,0,0,0,2159510,96.93,2.21,0.48,0.39,0,0,0,0,0,0,0,0,0,0,0,100.00,96.93, 3.07, 0.31
,light,206,nP1_L_VPA1.d,11.017,3095605,196406,79025,1763,0,0,0,0,0,0,0,0,0,0,0,3372798,100.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,light,206,nP2_L_C2.d,10.984,9718305,654731,238046,17442,0,0,0,0,0,0,0,0,0,0,0,10628524,100.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,light,206,nP2_L_VPA2.d,10.947,1898037,134749,51111,0,0,0,0,0,0,0,0,0,0,0,0,2083897,100.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,light,206,nP3_L_C3.d,10.966,1188101,126349,38525,2340,0,0,0,0,0,0,0,0,0,0,0,1355315,96.27,3.43,0.30,0.00,0,0,0,0,0,0,0,0,0,0,0,100.00,96.27, 3.73, 0.29
,light,206,nP3_L_VPA3.d,10.985,716218,70155,28799,0,0,0,0,0,0,0,0,0,0,0,0,815172,96.30,2.60,1.10,0,0,0,0,0,0,0,0,0,0,0,0,100.00,96.30, 3.70, 0.34
,light,206,nP3_L_VPA4.d,10.964,2645775,186987,71472,0,0,0,0,0,0,0,0,0,0,0,0,2904234,99.99,0.00,0.01,0,0,0,0,0,0,0,0,0,0,0,0,100.00,99.99, 0.01, 0.00
,light,206,nP4_L_C4.d,10.967,1088058,129423,37828,2277,0,0,0,0,0,0,0,0,0,0,0,1257586,94.98,4.59,0.43,0.00,0,0,0,0,0,0,0,0,0,0,0,100.00,94.98, 5.02, 0.39
,light,206,nP4_L_C5.d,10.963,556462,95903,28418,7487,0,0,0,0,0,0,4538,0,0,0,0,692810,88.01,8.99,1.51,0.69,0,0,0,0,0,0,0.79,0,0,0,0,100.00,88.01, 11.99, 1.57
,light,206,nP4_L_VPA5.d,10.989,2697440,199665,72601,7088,0,0,0,0,0,0,0,0,0,0,0,2976794,99.62,0.31,0.00,0.08,0,0,0,0,0,0,0,0,0,0,0,100.00,99.62, 0.38, 0.04
,heavy,206,nP1_H_C1.d,10.963,1383236,136695,44281,0,0,0,0,0,0,0,0,0,0,0,0,1564213,96.98,2.72,0.30,0,0,0,0,0,0,0,0,0,0,0,0,100.00,96.98, 3.02, 0.24
,heavy,206,nP1_H_VPA1.d,10.995,863547,131819,47061,0,0,0,0,0,0,0,0,0,0,0,0,1042426,90.58,7.43,1.99,0,0,0,0,0.00,0,0,0,0,0,0,0,100.00,90.58, 9.42, 0.81
,heavy,206,nP1_H_VPA2.d,10.962,701107,132889,36307,8922,0,0,0,0,0,0,0,0,0,0,0,879225,87.49,10.46,1.46,0.59,0,0,0,0.00,0,0,0,0,0,0,0,100.00,87.49, 12.51, 1.08
,heavy,206,nP2_H_C2.d,10.966,1738744,139039,45310,0,0,0,0,0,0,0,833,0,0,0,0,1923926,99.06,0.89,0.00,0,0,0,0,0,0,0,0.05,0,0,0,0,100.00,99.06, 0.94, 0.10
,heavy,206,nP2_H_C3.d,10.963,1365503,137146,51685,2582,0,0,0,0,0,0,0,0,0,0,0,1556916,96.28,2.85,0.87,0.00,0,0,0,0,0,0,0,0,0,0,0,100.00,96.28, 3.72, 0.33
,heavy,206,nP2_H_VPA3.d,10.984,3320438,216991,84613,2847,0,0,0,0,0,0,0,0,0,0,0,3624889,100.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,heavy,206,nP3_H_C4.d,10.987,1118281,101148,42045,0,0,0,0,0,0,0,0,0,0,0,0,1261474,97.20,1.89,0.91,0,0,0,0,0,0,0,0.00,0,0,0,0,100.00,97.20, 2.80, 0.26
,heavy,206,nP3_H_VPA4.d,11.003,2391981,156580,67245,2325,0,0,0,0,0,0,0,0,0,0,0,2618131,99.88,0.00,0.12,0.00,0,0,0,0,0,0,0,0,0,0,0,100.00,99.88, 0.12, 0.02
,heavy,206,nP4_H_C5.d,11.003,4210498,305211,115166,6186,0,0,0,0,0,0,0,0,0,0,0,4637061,99.81,0.15,0.04,0.00,0,0,0,0,0,0,0,0,0,0,0,100.00,99.81, 0.19, 0.02
,heavy,206,nP4_H_VPA5.d,10.999,572862,53704,20890,0,0,0,0,0,0,0,0,0,0,0,0,647456,97.02,2.21,0.77,0,0,0,0,0,0,0,0,0,0,0,0,100.00,97.02, 2.98, 0.27
,solv,206,sol1.d,11.945,0,57785,11510,0,0,0,0,0,0,0,0,0,0,0,0,69295,0,88.70,11.30,0,0,0,0,0,0,0,0,0,0,0,0,100.00,0.00, 100.00, 7.95
,solv,206,sol2.d,11.594,0,22166,6879,0,0,0,0,0,0,0,0,0,0,0,0,29045,0,80.64,19.36,0,0,0,0,0,0,0,0,0,0,0,0,100.00,0.00, 100.00, 8.53
,Summary Statistics, %labeled,,%fraction
,Sample Groups, Mean, Std.Dev., Mean, Std.Dev.
,mix,19.15,19.032,1.41,1.322
,light,2.79,3.775,0.29,0.478
,heavy,3.57,4.194,0.31,0.361
,solv,100.00,,8.24

O-Phosphoserine, Formula, C3H8NO6P
, Tgt RT, 11.460, minutes
, RT tolerance, 4.000, minutes
, m/z tolerance, 20.000, ppm
, Abundance metric, EicCoreArea, (20.0 % threshold)
,,,,, Ion Abundance,,,,,,,,,, Corrected Abundance Percentages,,,,,,,,,, Summary Statistics
,,,,,m+0,m+1,m+2,m+3,m+4,m+5,m+6,m+7,m+8,Abund,m+0,m+1,m+2,m+3,m+4,m+5,m+6,m+7,m+8,Abund,%, %, % Fractional
,SampleGroups, Cpd. Group, File Name, RT,184.00165,185.00792,186.01420,187.02048,188.02675,189.03303,190.03931,191.04558,192.05186,Sum,184.00165,185.00792,186.01420,187.02048,188.02675,189.03303,190.03931,191.04558,192.05186,Sum, Unlabeled, Labeled, Labeling
,mix,208,nmix1.d,10.904,13937,0,0,0,0,0,0,0,0,13937,100.00,0,0,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,mix,208,nmix2.d,10.872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,NaN, NaN, 0.00
,mix,208,nmix3.d,10.905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,NaN, NaN, 0.00
,mix,208,nmix4.d,11.119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,NaN, NaN, 0.00
,mix,208,nmix5.d,10.904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,NaN, NaN, 0.00
,mix,208,rnmix1.d,10.973,38963,0,0,0,0,0,4864,0,0,43828,88.29,0,0,0,0,0,11.71,0,0,100.00,88.29, 11.71, 8.78
,light,208,nP1_L_C1.d,10.946,29637,0,0,0,0,0,1533,0,0,31171,94.79,0,0,0,0,0,5.21,0,0,100.00,94.79, 5.21, 3.91
,light,208,nP1_L_VPA1.d,10.967,52867,0,0,1158,0,0,0,0,0,54026,97.84,0,0,2.16,0,0,0,0,0,100.00,97.84, 2.16, 0.81
,light,208,nP2_L_C2.d,10.918,89713,0,0,0,0,0,0,0,0,89713,100.00,0,0,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,light,208,nP2_L_VPA2.d,10.898,60434,0,0,0,0,0,0,0,0,60434,100.00,0,0,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,light,208,nP3_L_C3.d,10.900,16618,0,0,288,0,0,3556,0,0,20462,80.34,0,0,1.40,0,0,18.26,0,0,100.00,80.34, 19.66, 14.22
,light,208,nP3_L_VPA3.d,10.919,28013,0,0,699,541,0,3416,0,0,32668,85.27,0,0,2.09,1.61,0,11.03,0,0,100.00,85.27, 14.73, 9.86
,light,208,nP3_L_VPA4.d,10.848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,NaN, NaN, 0.00
,light,208,nP4_L_C4.d,10.868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,NaN, NaN, 0.00
,light,208,nP4_L_C5.d,10.947,14116,0,0,1660,0,0,0,0,0,15776,89.23,0,0,10.77,0,0,0,0,0,100.00,89.23, 10.77, 4.04
,light,208,nP4_L_VPA5.d,10.923,75890,0,0,0,0,0,0,0,0,75890,100.00,0,0,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,heavy,208,nP1_H_C1.d,10.914,0,0,0,0,0,0,4858,0,0,4858,0,0,0,0,0,0,100.00,0,0,100.00,0.00, 100.00, 75.00
,heavy,208,nP1_H_VPA1.d,10.962,19718,0,0,0,0,0,0,0,0,19718,100.00,0,0,0,0.00,0,0,0,0,100.00,100.00, 0.00, 0.00
,heavy,208,nP1_H_VPA2.d,10.895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,NaN, NaN, 0.00
,heavy,208,nP2_H_C2.d,10.966,30747,0,0,0,0,0,0,0,0,30747,100.00,0,0,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,heavy,208,nP2_H_C3.d,10.831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,NaN, NaN, 0.00
,heavy,208,nP2_H_VPA3.d,10.934,87024,0,0,0,0,0,0,0,0,87024,100.00,0,0,0,0.00,0,0,0,0,100.00,100.00, 0.00, 0.00
,heavy,208,nP3_H_C4.d,10.987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,NaN, NaN, 0.00
,heavy,208,nP3_H_VPA4.d,10.887,44667,0,0,0,1195,0,0,0,0,45862,97.29,0,0,0,2.71,0,0,0,0,100.00,97.29, 2.71, 1.35
,heavy,208,nP4_H_C5.d,10.937,41994,0,0,0,0,0,0,0,0,41994,100.00,0,0,0,0,0,0,0,0,100.00,100.00, 0.00, 0.00
,heavy,208,nP4_H_VPA5.d,10.883,0,0,0,1737,0,0,3727,0,0,5463,0,0,0,31.14,0,0,68.86,0,0,100.00,0.00, 100.00, 63.32
,solv,208,sol1.d,11.134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,NaN, NaN, 0.00
,solv,208,sol2.d,10.932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00,NaN, NaN, 0.00
,Summary Statistics, %labeled,,%fraction
,Sample Groups, Mean, Std.Dev., Mean, Std.Dev.
,mix,NaN,NaN,1.46,3.586
,light,NaN,NaN,3.28,4.987
,heavy,NaN,NaN,13.97,29.223
,solv,NaN,,0.00

Glycerol-3-phosphocholine, Formula, C8H20NO6P
, Tgt RT, 12.000, minutes
, RT tolerance, 4.000, minutes
, m/z tolerance, 20.000, ppm
, Abundance metric, EicCoreArea, (20.0 % threshold)
,,,,, Ion Abundance,,,,,,,,,,,,,,,,,,,,,, Corrected Abundance Percentages,,,,,,,,,,,,,,,,,,,,,, Summary Statistics
,,,,,m+0,m+1,m+2,m+3,m+4,m+5,m+6,m+7,m+8,m+9,m+10,m+11,m+12,m+13,m+14,m+15,m+16,m+17,m+18,m+19,m+20,Abund,m+0,m+1,m+2,m+3,m+4,m+5,m+6,m+7,m+8,m+9,m+10,m+11,m+12,m+13,m+14,m+15,m+16,m+17,m+18,m+19,m+20,Abund,%, %, % Fractional
,SampleGroups, Cpd. Group, File Name, RT,256.09555,257.10182,258.10810,259.11438,260.12065,261.12693,262.13321,263.13948,264.14576,265.15204,266.15831,267.16459,268.17087,269.17715,270.18342,271.18970,272.19598,273.20225,274.20853,275.21481,276.22108,Sum,256.09555,257.10182,258.10810,259.11438,260.12065,261.12693,262.13321,263.13948,264.14576,265.15204,266.15831,267.16459,268.17087,269.17715,270.18342,271.18970,272.19598,273.20225,274.20853,275.21481,276.22108,Sum, Unlabeled, Labeled, Labeling
,mix,210,nmix1.d,12.476,0,0,0,2685,105029,13671,0,0,0,20878,0,0,0,1816,0,0,1224,0,0,0,0,145303,0,0,0,0.00,78.47,2.70,0,0,0,16.33,0,0,0,1.48,0.00,0.00,1.02,0,0,0,0,100.00,0.00, 100.00, 25.50
,mix,210,nmix2.d,12.312,15567,0,0,0,0,0,0,0,0,0,0,0,0,1991,0,0,0,0,0,0,0,17558,87.28,0,0,0,0,0,0,0,0,0,0,0,0,12.72,0,0,0,0,0,0,0,100.00,87.28, 12.72, 8.27
,mix,210,nmix3.d,12.875,0,1063,0,1662,0,0,0,0,0,7431,1285,0,0,0,0,0,512,0,0,0,0,11953,0.00,8.83,0,13.95,0,0,0,0,0,67.01,5.26,0,0,0,0,0,4.95,0,0,0,0,100.00,0.00, 100.00, 39.28
