ENTRY,FORMULA,mol_weight,exact_mass,pathway,name,reaction,enzyme,brite,dblinks
C00122,C4H4O4,116.0722,116.011,"Citrate cycle (TCA cycle);Oxidative phosphorylation;Arginine biosynthesis;Alanine, aspartate and glutamate metabolism;Tyrosine metabolism;Phenylalanine metabolism;Pyruvate metabolism;Styrene degradation;Butanoate metabolism;Carbon fixation pathways in prokaryotes;Nicotinate and nicotinamide metabolism;Biosynthesis of plant secondary metabolites;Biosynthesis of phenylpropanoids;Biosynthesis of terpenoids and steroids;Biosynthesis of alkaloids derived from shikimate pathway;Biosynthesis of alkaloids derived from ornithine, lysine and nicotinic acid;Biosynthesis of alkaloids derived from histidine and purine;Biosynthesis of alkaloids derived from terpenoid and polyketide;Biosynthesis of plant hormones;Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Biosynthesis of antibiotics;Carbon metabolism;Degradation of aromatic compounds;Two-component system;Glucagon signaling pathway;Pathways in cancer;Renal cell carcinoma;Central carbon metabolism in cancer",Fumarate;Fumaric acid;trans-Butenedioic acid,R00402 R00408 R00412 R00490 R01082 R01083 R01085 R01086;R01087 R01336 R01364 R01867 R02164 R04559 R05598 R06789;R06903 R10660 R10940,R00402 R00408 R00412 R00490 R01082 R01083 R01085 R01086;R01087 R01336 R01364 R01867 R02164 R04559 R05598 R06789;R06903 R10660 R10940,Anatomical Therapeutic Chemical (ATC) classification [BR:br08303]; D DERMATOLOGICALS;  D05 ANTIPSORIATICS;   D05A ANTIPSORIATICS FOR TOPICAL USE;    D05AX Other antipsoriatics for topical use;     D05AX01 Fumaric acid;      D02308  Fumaric acid (NF);Pharmaceutical additives in Japan [BR:br08316]; Stabilizing agent;  D02308  [102419] Fumaric acid; Lubricating agent;  D02308  [102419] Fumaric acid; Flavoring substance;  D02308  [102419] Fumaric acid; Bonding agent;  D02308  [102419] Fumaric acid,CAS: 110-17-8;PubChem: 3422;ChEBI: 18012 29806;ChEMBL: CHEMBL503160;KNApSAcK: C00001183 C00033849;PDB-CCD: FUM;3DMET: B00033;NIKKAJI: J2.880K
C01585,C6H12O2,116.1583,116.0837,,Hexanoic acid;Hexanoate;Hexylic acid;n-Caproic acid,R03620,R03620,Compounds with biological roles [BR:br08001]; Organic acids;  Carboxylic acids;   Monocarboxylic acids;    C01585  Capronate; Hexanoate; Lipids;  Fatty acids;   Saturated fatty acids;    C01585  Caproic acid (6:0);Lipids [BR:br08002]; FA  Fatty acyls;  FA01 Fatty Acids and Conjugates;   FA0101 Straight chain fatty acids;    C01585  Hexanoic acid;Phytochemical compounds [BR:br08003]; Fatty acids related compounds;  Fatty acids;   Saturated fatty acids;    C01585  Caproic acid,CAS: 142-62-1;PubChem: 4740;ChEBI: 17120 30776;ChEMBL: CHEMBL14184;LIPIDMAPS: LMFA01010006;LipidBank: DFA0006;KNApSAcK: C00001218;PDB-CCD: 6NA;3DMET: B00324;NIKKAJI: J2.546A
C00183,C5H11NO2,117.1463,117.079,"Valine, leucine and isoleucine degradation;Valine, leucine and isoleucine biosynthesis;Penicillin and cephalosporin biosynthesis;Cyanoamino acid metabolism;Pantothenate and CoA biosynthesis;Glucosinolate biosynthesis;Aminoacyl-tRNA biosynthesis;Biosynthesis of plant secondary metabolites;Biosynthesis of alkaloids derived from shikimate pathway;Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of antibiotics;2-Oxocarboxylic acid metabolism;Biosynthesis of amino acids;ABC transporters;Protein digestion and absorption;Mineral absorption;Central carbon metabolism in cancer",L-Valine;2-Amino-3-methylbutyric acid,R01212 R01214 R01215 R01434 R01437 R02200 R03665 R04870;R08663 R10031 R10941 R10942,R01212 R01214 R01215 R01434 R01437 R02200 R03665 R04870;R08663 R10031 R10941 R10942,Compounds with biological roles [BR:br08001]; Peptides;  Amino acids;   Common amino acids;    C00183  Valine (Val);Risk category of Japanese OTC drugs [BR:br08312]; Third-class OTC drugs;  Inorganic and organic chemicals;   L-Valine;    D00039  Valine (USP);Drugs listed in the Japanese Pharmacopoeia [BR:br08311]; Chemicals;  D00039  L-Valine,CAS: 72-18-4;PubChem: 3483;ChEBI: 16414;ChEMBL: CHEMBL43068;KNApSAcK: C00001398;PDB-CCD: VAL;3DMET: B00054;NIKKAJI: J9.179K
C00188,C4H9NO3,119.1192,119.0582,"Glycine, serine and threonine metabolism;Monobactam biosynthesis;Valine, leucine and isoleucine biosynthesis;Porphyrin and chlorophyll metabolism;Aminoacyl-tRNA biosynthesis;Biosynthesis of plant secondary metabolites;Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Biosynthesis of antibiotics;Biosynthesis of amino acids;ABC transporters;Protein digestion and absorption;Mineral absorption",L-Threonine;2-Amino-3-hydroxybutyric acid,R00751 R00996 R01465 R01466 R01467 R03663 R06531 R07247;R08323 R10463 R10888 R10891 R10892,R00751 R00996 R01465 R01466 R01467 R03663 R06531 R07247;R08323 R10463 R10888 R10891 R10892,Compounds with biological roles [BR:br08001]; Peptides;  Amino acids;   Common amino acids;    C00188  Threonine (Thr);Risk category of Japanese OTC drugs [BR:br08312]; Third-class OTC drugs;  Inorganic and organic chemicals;   L-Threonine;    D00041  Threonine (USP);Drugs listed in the Japanese Pharmacopoeia [BR:br08311]; Chemicals;  D00041  L-Threonine,CAS: 72-19-5;PubChem: 3488;ChEBI: 16857;ChEMBL: CHEMBL291747;KNApSAcK: C00001394;PDB-CCD: THR;3DMET: B01182;NIKKAJI: J21.883I
C00253,C6H5NO2,123.1094,123.032,"Nicotinate and nicotinamide metabolism;Tropane, piperidine and pyridine alkaloid biosynthesis;Biosynthesis of plant secondary metabolites;Biosynthesis of alkaloids derived from ornithine, lysine and nicotinic acid;Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Pertussis",Nicotinate;Nicotinic acid;Niacin;3-Pyridinecarboxylic acid,R00119 R01268 R01720 R01721 R01722 R01723 R01724 R01725;R02295 R02861 R04148 R05128 R06779 R08426 R09473 R10046;R10608 R10632,R00119 R01268 R01720 R01721 R01722 R01723 R01724 R01725;R02295 R02861 R04148 R05128 R06779 R08426 R09473 R10046;R10608 R10632,"Compounds with biological roles [BR:br08001]; Vitamins and Cofactors;  Vitamins;   Water-soluble vitamins;    C00253  Nicotinic acid (Vitamin B3);Phytochemical compounds [BR:br08003]; Alkaloids;  Alkaloids derived from nicotinic acid;   Pyridine alkaloids;    C00253  Nicotinate;Anatomical Therapeutic Chemical (ATC) classification [BR:br08303]; C CARDIOVASCULAR SYSTEM;  C04 PERIPHERAL VASODILATORS;   C04A PERIPHERAL VASODILATORS;    C04AC Nicotinic acid and derivatives;     C04AC01 Nicotinic acid;      D00049  Niacin (USP) &lt;JP/US&gt;;  C10 LIPID MODIFYING AGENTS;   C10A LIPID MODIFYING AGENTS, PLAIN;    C10AD Nicotinic acid and derivatives;     C10AD02 Nicotinic acid;      D00049  Niacin (USP) &lt;JP/US&gt;;USP drug classification [BR:br08302]; Cardiovascular Agents;  Dyslipidemics, Other;   Niacin;    D00049  Niacin (USP);Therapeutic category of drugs in Japan [BR:br08301]; 3  Agents affecting metabolism;  31  Vitamins;   313  Vitamin B preparations;    3132  Nicotinic acids;     D00049  Niacin (USP); Nicotinic acid (JP17/INN);Risk category of Japanese OTC drugs [BR:br08312]; Third-class OTC drugs;  Inorganic and organic chemicals;   Nicotinic acid;    D00049  Niacin (USP);Drugs listed in the Japanese Pharmacopoeia [BR:br08311]; Chemicals;  D00049  Nicotinic acid;  D00049  Nicotinic acid injection;Animal drugs in Japan [BR:br08331]; 96  Agents affecting metabolism;  962  Vitamin preparations;   9623  Vitamin B and preparations (except vitamin B1 preparations);    C00253  Nicotinate",CAS: 59-67-6;PubChem: 3552;ChEBI: 15940;ChEMBL: CHEMBL573;KNApSAcK: C00000208;PDB-CCD: NIO;3DMET: B00073;NIKKAJI: J2.809F
C00245,C2H7NO3S,125.1469,125.0147,Primary bile acid biosynthesis;Taurine and hypotaurine metabolism;Sulfur metabolism;Metabolic pathways;ABC transporters;Neuroactive ligand-receptor interaction,Taurine;2-Aminoethanesulfonic acid;Aminoethylsulfonic acid,R01681 R01682 R01683 R01684 R01685 R01686 R01687 R02797;R03720 R03977 R04487 R05320 R05652 R07167 R08745,R01681 R01682 R01683 R01684 R01685 R01686 R01687 R02797;R03720 R03977 R04487 R05320 R05652 R07167 R08745,Therapeutic category of drugs in Japan [BR:br08301]; 2  Agents affecting individual organs;  21  Cardiovascular agents;   211  Cardiotonics;    2119  Others;     D00047  Taurine (JP17/USP/INN); Aminoethylsulfonic acid (JAN); 3  Agents affecting metabolism;  39  Other agents affecting metabolism;   391  Liver disease agents;    3919  Others;     D00047  Taurine (JP17/USP/INN); Aminoethylsulfonic acid (JAN);Classification of Japanese OTC drugs [BR:br08313]; Agents for ophthalmologic use;  62 General eye drops;   D00047  Taurine (JP17/USP/INN);Risk category of Japanese OTC drugs [BR:br08312]; Third-class OTC drugs;  Inorganic and organic chemicals;   Aminoethylsulfonic acid; Taurine;    D00047  Taurine (JP17/USP/INN);Pharmaceutical additives in Japan [BR:br08316]; Stabilizing agent;  D00047  [002019] Taurine; Buffering agent;  D00047  [002019] Taurine; Flavoring substance;  D00047  [002019] Taurine; Bonding agent;  D00047  [002019] Taurine; Tonicity agent;  D00047  [002019] Taurine; Diluting agent;  D00047  [002019] Taurine; Antiseptic agent;  D00047  [002019] Taurine;Drugs listed in the Japanese Pharmacopoeia [BR:br08311]; Chemicals;  D00047  Taurine;Animal drugs in Japan [BR:br08331]; 96  Agents affecting metabolism;  967  Agents for liver disease and antidotes;   9674  Taurine and preparations;    C00245  Aminoethylsulfonic acid,CAS: 107-35-7;PubChem: 3544;ChEBI: 15891;ChEMBL: CHEMBL239243;KNApSAcK: C00048188;PDB-CCD: TAU;3DMET: B00069;NIKKAJI: J5.056C
C01877,C5H7NO3,129.114,129.0426,Arginine and proline metabolism,4-Oxoproline;4-Oxo-L-proline,R03290 R03292,R03290 R03292,,CAS: 4347-18-6;PubChem: 4991;ChEBI: 16821;PDB-CCD: DPL;3DMET: B04819;NIKKAJI: J205.723I
C00233,C6H10O3,130.1418,130.063,"Valine, leucine and isoleucine degradation;Valine, leucine and isoleucine biosynthesis;Glucosinolate biosynthesis;Metabolic pathways;Biosynthesis of secondary metabolites;2-Oxocarboxylic acid metabolism;Biosynthesis of amino acids",4-Methyl-2-oxopentanoate;2-Oxoisocaproate,R01088 R01090 R01651 R01652 R01702 R07601 R08566 R10052,R01088 R01090 R01651 R01652 R01702 R07601 R08566 R10052,Compounds with biological roles [BR:br08001]; Organic acids;  Carboxylic acids;   2-Oxocarboxylic acids;    C00233  2-Oxoisocaproate,CAS: 816-66-0;PubChem: 3532;ChEBI: 17865 48430;ChEMBL: CHEMBL445647;KNApSAcK: C00019677;PDB-CCD: COI;3DMET: B00066;NIKKAJI: J39.557I
C01157,C5H9NO3,131.1299,131.0582,Arginine and proline metabolism;Metabolic pathways,Hydroxyproline;L-Hydroxyproline;trans-4-Hydroxy-L-proline,R01252 R03290 R03291 R03292 R03293 R03295 R03296 R11819,R01252 R03290 R03291 R03292 R03293 R03295 R03296 R11819,Compounds with biological roles [BR:br08001]; Peptides;  Amino acids;   Other amino acids;    C01157  Hydroxyproline,CAS: 51-35-4;PubChem: 4385;ChEBI: 18095;ChEMBL: CHEMBL352418;KNApSAcK: C00001370;PDB-CCD: HYP;3DMET: B01395;NIKKAJI: J148.015D
C00300,C4H9N3O2,131.1332,131.0695,"Glycine, serine and threonine metabolism;Arginine and proline metabolism;Metabolic pathways",Creatine;alpha-Methylguanidino acetic acid;Methylglycocyamine,R01566 R01881 R01882 R01883 R01884,R01566 R01881 R01882 R01883 R01884,,CAS: 57-00-1;PubChem: 3594;ChEBI: 16919;ChEMBL: CHEMBL283800;PDB-CCD: CRN;3DMET: B00084;NIKKAJI: J9.321A
C00407,C6H13NO2,131.1729,131.0946,"Valine, leucine and isoleucine degradation;Valine, leucine and isoleucine biosynthesis;Cyanoamino acid metabolism;Tropane, piperidine and pyridine alkaloid biosynthesis;Glucosinolate biosynthesis;Aminoacyl-tRNA biosynthesis;Biosynthesis of plant secondary metabolites;Biosynthesis of alkaloids derived from ornithine, lysine and nicotinic acid;Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of antibiotics;2-Oxocarboxylic acid metabolism;Biosynthesis of amino acids;ABC transporters;Protein digestion and absorption;Mineral absorption;Central carbon metabolism in cancer",L-Isoleucine;2-Amino-3-methylvaleric acid,R02196 R02197 R02199 R02200 R03656 R06726 R09344 R09403;R10027 R10723 R10943 R11078 R11723,R02196 R02197 R02199 R02200 R03656 R06726 R09344 R09403;R10027 R10723 R10943 R11078 R11723,Compounds with biological roles [BR:br08001]; Peptides;  Amino acids;   Common amino acids;    C00407  Isoleucine (Ile);Risk category of Japanese OTC drugs [BR:br08312]; Third-class OTC drugs;  Inorganic and organic chemicals;   L-Isoleucine;    D00065  Isoleucine (USP);Drugs listed in the Japanese Pharmacopoeia [BR:br08311]; Chemicals;  D00065  L-Isoleucine,CAS: 73-32-5;PubChem: 3697;ChEBI: 17191;ChEMBL: CHEMBL1233584 CHEMBL1869615;KNApSAcK: C00001374;PDB-CCD: ILE;3DMET: B01236;NIKKAJI: J2.818E
C00123,C6H13NO2,131.1729,131.0946,"Valine, leucine and isoleucine degradation;Valine, leucine and isoleucine biosynthesis;Glucosinolate biosynthesis;Aminoacyl-tRNA biosynthesis;Biosynthesis of plant secondary metabolites;Biosynthesis of alkaloids derived from histidine and purine;Metabolic pathways;Biosynthesis of secondary metabolites;2-Oxocarboxylic acid metabolism;Biosynthesis of amino acids;ABC transporters;mTOR signaling pathway;Protein digestion and absorption;Mineral absorption;Central carbon metabolism in cancer",L-Leucine;2-Amino-4-methylvaleric acid;(2S)-alpha-2-Amino-4-methylvaleric acid;(2S)-alpha-Leucine,R01088 R01089 R01090 R01091 R02552 R03657 R08411 R08664;R10944,R01088 R01089 R01090 R01091 R02552 R03657 R08411 R08664;R10944,Compounds with biological roles [BR:br08001]; Peptides;  Amino acids;   Common amino acids;    C00123  Leucine (Leu);Risk category of Japanese OTC drugs [BR:br08312]; Third-class OTC drugs;  Inorganic and organic chemicals;   L-Leucine;    D00030  Leucine (USP);Pharmaceutical additives in Japan [BR:br08316]; Stabilizing agent;  D00030  [003619] L-Leucine;Drugs listed in the Japanese Pharmacopoeia [BR:br08311]; Chemicals;  D00030  L-Leucine,CAS: 61-90-5;PubChem: 3423;ChEBI: 15603;ChEMBL: CHEMBL291962;KNApSAcK: C00001377;PDB-CCD: LEU;3DMET: B00034;NIKKAJI: J1.167C
C00152,C4H8N2O3,132.1179,132.0535,"Alanine, aspartate and glutamate metabolism;Cyanoamino acid metabolism;Aminoacyl-tRNA biosynthesis;Biosynthesis of plant secondary metabolites;Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of amino acids;Protein digestion and absorption;Mineral absorption;Central carbon metabolism in cancer",L-Asparagine;2-Aminosuccinamic acid,R00482 R00483 R00485 R00578 R01266 R01267 R01346 R01485;R03648 R10446,R00482 R00483 R00485 R00578 R01266 R01267 R01346 R01485;R03648 R10446,Compounds with biological roles [BR:br08001]; Peptides;  Amino acids;   Common amino acids;    C00152  Asparagine (Asn),CAS: 70-47-3;PubChem: 3452;ChEBI: 17196;ChEMBL: CHEMBL58832;KNApSAcK: C00001341 C00034027;PDB-CCD: 41Q ASN;3DMET: B00043;NIKKAJI: J9.178B
C00049,C4H7NO4,133.1027,133.0375,"Arginine biosynthesis;Alanine, aspartate and glutamate metabolism;Glycine, serine and threonine metabolism;Monobactam biosynthesis;Cysteine and methionine metabolism;Lysine biosynthesis;Histidine metabolism;beta-Alanine metabolism;Cyanoamino acid metabolism;Carbon fixation in photosynthetic organisms;Nicotinate and nicotinamide metabolism;Pantothenate and CoA biosynthesis;Aminoacyl-tRNA biosynthesis;Biosynthesis of plant secondary metabolites;Biosynthesis of alkaloids derived from ornithine, lysine and nicotinic acid;Biosynthesis of plant hormones;Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Biosynthesis of antibiotics;Carbon metabolism;2-Oxocarboxylic acid metabolism;Biosynthesis of amino acids;ABC transporters;Two-component system;Bacterial chemotaxis;Neuroactive ligand-receptor interaction;Protein digestion and absorption;Central carbon metabolism in cancer",L-Aspartate;L-Aspartic acid;2-Aminosuccinic acid;L-Asp,R00355 R00357 R00373 R00397 R00400 R00480 R00481 R00482;R00483 R00484 R00485 R00486 R00487 R00488 R00489 R00490;R00491 R00493 R00526 R00546 R00578 R00695 R00777 R01135;R01397 R01713 R01731 R01954 R03421 R03647 R04591 R05577;R07164 R07165 R07407 R07410 R08478 R09592 R09805,R00355 R00357 R00373 R00397 R00400 R00480 R00481 R00482;R00483 R00484 R00485 R00486 R00487 R00488 R00489 R00490;R00491 R00493 R00526 R00546 R00578 R00695 R00777 R01135;R01397 R01713 R01731 R01954 R03421 R03647 R04591 R05577;R07164 R07165 R07407 R07410 R08478 R09592 R09805,Compounds with biological roles [BR:br08001]; Peptides;  Amino acids;   Common amino acids;    C00049  Aspartic acid (Asp); Hormones and transmitters;  Neurotransmitters;   Amino acids;    C00049  Aspartate;Risk category of Japanese OTC drugs [BR:br08312]; Third-class OTC drugs;  Inorganic and organic chemicals;   L-Aspartic acid;    D00013  Aspartic acid (USP/INN);Pharmaceutical additives in Japan [BR:br08316]; Stabilizing agent;  D00013  [003608] L-Aspartic acid; Solubilizing agent;  D00013  [003608] L-Aspartic acid; Flavoring substance;  D00013  [003608] L-Aspartic acid; Diluting agent;  D00013  [003608] L-Aspartic acid;Drugs listed in the Japanese Pharmacopoeia [BR:br08311]; Chemicals;  D00013  L-Aspartic acid,CAS: 56-84-8;PubChem: 3351;ChEBI: 17053;ChEMBL: CHEMBL274323;KNApSAcK: C00001342;PDB-CCD: ASP IAS;3DMET: B00015;NIKKAJI: J9.169C
C00149,C4H6O5,134.0874,134.0215,"Citrate cycle (TCA cycle);Pyruvate metabolism;Glyoxylate and dicarboxylate metabolism;Methane metabolism;Carbon fixation in photosynthetic organisms;Carbon fixation pathways in prokaryotes;Biosynthesis of plant secondary metabolites;Biosynthesis of phenylpropanoids;Biosynthesis of terpenoids and steroids;Biosynthesis of alkaloids derived from shikimate pathway;Biosynthesis of alkaloids derived from ornithine, lysine and nicotinic acid;Biosynthesis of alkaloids derived from histidine and purine;Biosynthesis of alkaloids derived from terpenoid and polyketide;Biosynthesis of plant hormones;Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Biosynthesis of antibiotics;Carbon metabolism;Two-component system;Taste transduction;Glucagon signaling pathway;Proximal tubule bicarbonate reclamation;Pathways in cancer;Renal cell carcinoma;Central carbon metabolism in cancer",(S)-Malate;L-Malate;L-Apple acid;L-Malic acid;L-2-Hydroxybutanedioic acid;Malate;Malic acid,R00214 R00216 R00342 R00343 R00360 R00361 R00406 R00472;R01082 R01256 R01257 R01447 R03323 R10612 R11074,R00214 R00216 R00342 R00343 R00360 R00361 R00406 R00472;R01082 R01256 R01257 R01447 R03323 R10612 R11074,Compounds with biological roles [BR:br08001]; Organic acids;  Carboxylic acids;   Hydroxycarboxylic acids;    C00149  Malate; (S)-2-Hydroxybutanediate,CAS: 97-67-6;PubChem: 3449;ChEBI: 15589 30797;KNApSAcK: C00001192;PDB-CCD: LMR;3DMET: B00042;NIKKAJI: J74.430A
C01801,C5H10O4,134.1305,134.0579,Pentose phosphate pathway,Deoxyribose;2-Deoxy-D-erythro-pentose;Thyminose;2-Deoxy-D-ribose,R02750,R02750,Compounds with biological roles [BR:br08001]; Carbohydrates;  Monosaccharides;   Deoxy sugars;    C01801  Deoxyribose,CAS: 533-67-5;PubChem: 4927;ChEBI: 28816;KNApSAcK: C00001115;PDB-CCD: 2DR;3DMET: B01499;NIKKAJI: J6.332K
C00155,C4H9NO2S,135.1848,135.0354,Cysteine and methionine metabolism;Sulfur metabolism;Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of amino acids;Antifolate resistance;NOD-like receptor signaling pathway,L-Homocysteine;L-2-Amino-4-mercaptobutyric acid;Homocysteine,R00192 R00650 R00946 R01283 R01286 R01287 R01288 R01289;R01290 R01291 R01292 R02026 R02821 R04153 R04405 R08633;R10305 R11063,R00192 R00650 R00946 R01283 R01286 R01287 R01288 R01289;R01290 R01291 R01292 R02026 R02821 R04153 R04405 R08633;R10305 R11063,Compounds with biological roles [BR:br08001]; Peptides;  Amino acids;   Other amino acids;    C00155  L-Homocysteine,CAS: 6027-13-0;PubChem: 3455;ChEBI: 17588;ChEMBL: CHEMBL469662;KNApSAcK: C00001365;PDB-CCD: HCS;3DMET: B01174;NIKKAJI: J228C
C00147,C5H5N5,135.1267,135.0545,Purine metabolism;Zeatin biosynthesis;Metabolic pathways,Adenine;6-Aminopurine,R00182 R00190 R00194 R01244 R01245 R01401 R01402 R01561;R02557 R05708 R09675 R10185 R10668 R10836 R11113,R00182 R00190 R00194 R01244 R01245 R01401 R01402 R01561;R02557 R05708 R09675 R10185 R10668 R10836 R11113,Compounds with biological roles [BR:br08001]; Nucleic acids;  Bases;   Purines;    C00147  Adenine (Ade);Therapeutic category of drugs in Japan [BR:br08301]; 4  Agents affecting cellular function;  41  Cellular function activating agents;   419  Miscellaneous;    4191  Adenines;     D00034  Adenine (JAN/USP),CAS: 73-24-5;PubChem: 3447;ChEBI: 16708;ChEMBL: CHEMBL226345;KNApSAcK: C00001490;PDB-CCD: ADE;3DMET: B00041;NIKKAJI: J5.257D
